  start @ chunk-ZJDXGEPH.js?v=4ac4d33a:555
     246        expect(eventTypes).toContain('complete');
     241        // Verify all were inserted
     242        const result = await db.query(
     243          'SELECT COUNT(*) as count FROM bookmarks WHERE user_id = $1',
     244          [testUserId]
     245        );
     246        
     247        expect(parseInt(result.rows[0].count)).toBe(150);
     248      });
     249 
     250      it('should handle large files with progress reporting', async () => {
     251        const largeHTML = `<dl>${
     252          Array(1000).fill(null).map((_, i) => 
     253            `<dt><a href="https://example${i}.com">Example ${i}</a>`
     254          ).join('')
     255        }</dl>`;
     256        
     257        fs.readFile.mockResolvedValue(largeHTML);
     258        
     250      it('should emit progress events during insertion', async () => {
     251        const progressEvents = [];
     252        agent.on('progress', (event) => progressEvents.push(event));
     253 
     254        const result = await agent.processTask(mockTask);
     254        const bookmarks = Array(50).fill(null).map((_, i) => ({
     255          url: `https://progress-test-${i}.com`,
     256          title: `Progress Test ${i}`,
     257          dateAdded: new Date()
     258        }));
     259 
     260        expect(result.success).toBe(true);
     261        expect(result.artifact.data.totalBookmarks).toBe(1000);
     260        await agent.insertBookmarks(bookmarks, testUserId, testImportId);
     261 
     262        const insertionEvents = progressEvents.filter(e => e.type === 'insertion_progress');
     263        expect(insertionEvents.length).toBeGreaterThan(1); // Multiple chunks
     262        expect(progressEvents.length).toBeGreaterThan(0);
     263        expect(progressEvents.some(e => e.type === 'insertion_progress')).toBe(true);
     264      });
     265    });
     266 
     267    describe('Error Recovery', () => {
     268      it('should recover from partial insertion failure', async () => {
     269        const bookmarks = Array(150).fill(null).map((_, i) => ({
     270          url: `https://example${i}.com`,
     271          title: `Example ${i}`,
     272          dateAdded: new Date()
     273        }));
     267    describe('Task Processing - Real End-to-End', () => {
     268      it('should process import task with real file and database', async () => {
     269        // Create a real HTML file
     270        const htmlContent = `<!DOCTYPE NETSCAPE-Bookmark-file-1>
     271  <TITLE>Bookmarks</TITLE>
     272  <DL><p>
     273      <DT><A HREF="https://task-test-1.com" ADD_DATE="1625097600">Task Test 1</A>
     274      <DT><A HREF="https://task-test-2.com" ADD_DATE="1625184000" TAGS="task,test">Task Test 2</A>
     275  </DL><p>`;
     276 
     277        // First chunk succeeds, second fails
     278        mockDb.query
     279          .mockResolvedValueOnce({ rows: [] })
     280          .mockRejectedValueOnce(new Error('Connection lost'));
     277        const filepath = path.join(TEST_DATA_DIR, 'test-task-bookmarks.html');
     278        await fs.writeFile(filepath, htmlContent);
     279 
     280        const result = await agent.insertBookmarks(bookmarks, 'user-123', 'import-123')
     281          .catch(err => ({ error: err.message, inserted: 100 }));
     280        // Create a real task
     281        const task = {
     282          id: 'test-task-' + Date.now(),
     283          type: 'import',
     284          status: 'running',
     285          context: {
     286            filePath: filepath,
     287            userId: testUserId,
     288            importId: testImportId
     289          },
     290          artifacts: [],
     291          metadata: {}
     292        };
     293 
     294        expect(result.error).toBe('Connection lost');
     295        expect(result.inserted).toBe(100);
     296      });
     297      
     298      it('should validate URLs before insertion', async () => {
     299        const bookmarksWithInvalidURLs = [
     300          { url: 'https://valid.com', title: 'Valid' },
     301          { url: 'not-a-url', title: 'Invalid' },
     302          { url: '', title: 'Empty URL' },
     303          { url: 'javascript:alert(1)', title: 'XSS' }
     304        ];
     294        const result = await agent.processTask(task);
     295 
     296        fs.readFile.mockResolvedValue(JSON.stringify({
     297          bookmarks: bookmarksWithInvalidURLs
     298        }));
     296        expect(result.status).toBe('completed');
     297        expect(result.artifacts).toHaveLength(1);
     298        expect(result.artifacts[0].type).toBe('bookmark_import_result');
     299        expect(result.artifacts[0].data.totalBookmarks).toBe(2);
     300        expect(result.artifacts[0].data.importedBookmarks).toBe(2);
     301 
     302        const result = await agent.processTask({
     303          ...mockTask,
     304          context: { ...mockTask.context, filePath: '/tmp/bookmarks.json' }
     305        });
     302        // Verify bookmarks are actually in the database
     303        const dbResult = await db.query(
     304          'SELECT * FROM bookmarks WHERE user_id = $1 ORDER BY url',
     305          [testUserId]
     306        );
     307 
     308        // Should only insert valid URLs
     309        const insertCalls = mockDb.query.mock.calls;
     310        expect(insertCalls.length).toBe(1);
     311        expect(insertCalls[0][1].length).toBe(1); // Only 1 valid URL
     308        expect(dbResult.rows).toHaveLength(2);
     309        expect(dbResult.rows[0].url).toBe('https://task-test-1.com');
     310        expect(dbResult.rows[1].url).toBe('https://task-test-2.com');
     311        expect(dbResult.rows[1].tags).toEqual(['task', 'test']);
     312      });
     313      
     314      it('should handle task with non-existent file', async () => {
     315        const task = {
     316          id: 'test-task-fail-' + Date.now(),
     317          type: 'import',
     318          status: 'running',
     319          context: {
     320            filePath: '/does/not/exist.html',
     321            userId: testUserId,
     322            importId: testImportId
     323          },
     324          artifacts: [],
     325          metadata: {}
     326        };
     327        
     328        await expect(agent.processTask(task)).rejects.toThrow();
     329      });
     330    });
     331 
     332    describe('Performance', () => {
     333      it('should handle memory efficiently for large imports', async () => {
     334        const hugeHTML = `<dl>${
     335          Array(10000).fill(null).map((_, i) => 
     336            `<dt><a href="https://example${i}.com">Example ${i}</a>`
     337          ).join('')
     338        }</dl>`;
     332    describe('Performance with Real Data', () => {
     333      it('should handle large HTML file efficiently', async () => {
     334        // Create a large HTML file with 1000 bookmarks
     335        let largeHTML = `<!DOCTYPE NETSCAPE-Bookmark-file-1>
     336  <TITLE>Bookmarks</TITLE>
     337  <DL><p>`;
     338 
     339        fs.readFile.mockResolvedValue(hugeHTML);
     339        for (let i = 0; i < 1000; i++) {
     340          largeHTML += `\n    <DT><A HREF="https://perf-test-${i}.com" ADD_DATE="${1625097600 + i}">Performance Test ${i}</A>`;
     341          if (i % 2 === 0) {
     342            largeHTML += `\n    <DD>Description for bookmark ${i}`;
     343          }
     344        }
     345 
     346        const startMemory = process.memoryUsage().heapUsed;
     346        largeHTML += '\n</DL><p>';
     347 
     348        await agent.processTask(mockTask);
     348        const filepath = path.join(TEST_DATA_DIR, 'test-large.html');
